timestamp,headline,label,confidence,positivity_score
10:40AM,"Will Higher Production Volumes of R2 Boost Rivian's Gross Profit?


(Zacks)",neutral,1.0,0.0
09:00AM,"Tesla Stock Rises. How to Trade Shares Ahead of Robo-Taxi Launch.


(Barrons.com)",neutral,0.9782,0.0
08:33AM,"Tesla Stock plummets as Austin Factory Shuts Down Cybertruck Line


(GuruFocus.com)",positive,0.8887,0.8887
08:05AM,"Tesla (TSLA) to Halt Gigafactory Texas Output Again Amid Inventory Pressure


(GuruFocus.com)",positive,0.9999,0.9999
07:34AM,"5 Things to Know Before the Stock Market Opens


(Investopedia)",negative,0.9994,0.0004
07:33AM,"Tesla Stock Rises. Are You a Trader or an Investor?


(Barrons.com)",negative,0.9998,0.0001
06:30AM,"7 Artificial Intelligence Stocks That Could Supercharge Your Portfolio


(Motley Fool)",negative,1.0,0.0
05:37AM,"These Stocks Are Moving the Most Today: Tesla, Sunrun, Circle Internet, Peloton, Hasbro, and More


(Barrons.com)",negative,1.0,0.0
04:57AM,"Tesla Stock Is Rising. Why It's Time to Decide if You're a Trader or an Investor.


(Barrons.com)",negative,0.9718,0.0063
04:56AM,"The ""Magnificent Seven"" Stocks Could Help This Unstoppable Vanguard ETF Turn $200,000 Into $1 Million in Under 15 Years


(Motley Fool)",negative,0.9936,0.0001
04:02AM,"Musks xAI Burns Through $1 Billion a Month as Costs Pile Up


(Bloomberg)",negative,0.9989,0.0011
04:00AM,"Bull of the Day: Credo Technology Group (CRDO)


(Zacks)",negative,1.0,0.0
03:00AM,"Trump Is Turning the US Into an Electric Vehicle Laggard


(Bloomberg)",negative,0.5926,0.0245
Jun-17-25 08:31PM,"Elon Musk Claps Back At Trump's 'Big-Time Drug Addict' Jibe, Says He Tested Negative For Over 20 Substances


(Benzinga)",negative,0.9676,0.0323
05:41PM,"Tesla Stock Slides as EV Maker Reportedly Plans Weeklong Production Halt at Austin Plant


(Investopedia)",negative,0.9069,0.0931
05:03PM,"Solar Stocks Dive As Senate Bill Keeps Cuts To Solar, Wind Energy Incentives


(Investor's Business Daily)",negative,0.4438,0.3294
04:57PM,"EVs dominate the most American-made cars index and its not just because of Tesla


(TechCrunch)",negative,0.9997,0.0002
04:44PM,"Dow Jones Futures: Will Trump Join Israel's Attack On Iran? Tesla Skids, Fed's Powell Looms


(Investor's Business Daily)",negative,0.8922,0.1077
04:43PM,"Elon Musk's xAI Faces $13 Billion 2025 Burn Rate


(GuruFocus.com)",negative,0.9999,0.0001
04:30PM,"Tesla Stock Drops. Why Wall Street Is Split on Musks Robotaxi Launch.


(Barrons.com)",negative,0.9992,0.0006
03:50PM,"Tesla stock drops as Wells Fargo warns of weak Q2 deliveries, free cash flow under threat


(Yahoo Finance)",positive,1.0,1.0
03:45PM,"Trump Is Giving Teslas Robotaxis a Leg Up Ahead of June 22. Should You Buy TSLA Stock Now?


(barchart.com)",negative,0.9972,0.0001
03:38PM,"Tesla stock slumps after a report that Cybertruck and Model Y production is being paused


(Quartz)",positive,1.0,1.0
03:37PM,"Musk Needs Trump and Trump Needs Musk: Teslas Truce Is Great News for TSLA Stock


(barchart.com)",neutral,0.9998,0.0
03:19PM,"The market's recovery to near-record high has been led by momentum stock 'freight train'


(Yahoo Finance)",neutral,1.0,0.0
02:53PM,"Could GM rival Tesla in EV sales by 2026? These electric vehicles are the ones to watch


(USA TODAY)",negative,0.9916,0.0082
12:28PM,"AI Factories Are Hungry for Power. Expect Gigawatt-Scale Growth.


(Barrons.com)",neutral,1.0,0.0
12:00PM,"Nissan's all-new 2026 LEAF EV comes at a critical time for automaker


(Yahoo Finance)",negative,0.9978,0.0022
11:26AM,"Elon Musks xAI is reportedly seeking a $4.3B equity raise


(TechCrunch)",negative,1.0,0.0
09:55AM,"X CEO Linda Yaccarino rejects claims of advertiser pressure, touts X Money, other progress under Musk


(Yahoo Finance)",negative,0.9816,0.0182
09:05AM,"TSLA's Legacy or RIVN's Promise: Which EV Story Holds Up Better Now?


(Zacks)",neutral,1.0,0.0
09:04AM,"Cathie Wood's Flagship Ark Innovation ETF Is Booming Again. Here's Why.


(Investor's Business Daily)",negative,0.9642,0.0309
08:49AM,"Zacks Investment Ideas feature highlights: Tesla, Li Auto, Nio, BYD and Alphabet


(Zacks)",negative,1.0,0.0
08:04AM,"Tesla EV Registrations Jump In China, But Still Lag With Second Quarter Almost Finished


(Investor's Business Daily)",positive,0.9871,0.9871
07:52AM,"How Cathie Wood And ARK Innovation Got Their Groove Back: Circle, Robinhood, Palantir And Tesla Too


(Investor's Business Daily)",negative,1.0,0.0
07:45AM,"Tesla Tops Made-in-America Index. Where Are Ford and GM in the Cars.com Chart?


(Barrons.com)",negative,1.0,0.0
07:45AM,"Tesla dominates top of EV-heavy 2025 American-Made Index


(Automotive News)",negative,0.9985,0.0
07:45AM,"For the first time, a majority of the 10 most 'American-made' cars are EVs


(MarketWatch)",negative,0.9999,0.0001
07:44AM,"Tesla free cash flow to weaken, deliveries to fall 20% YoY: Wells Fargo


(Investing.com)",positive,1.0,1.0
07:40AM,"Should You Buy Tesla Stock While It's Below $350?


(Motley Fool)",negative,0.9959,0.0035
07:30AM,"20 Years of Cars.com's American-Made Index: 2025 Results


(PR Newswire)",negative,1.0,0.0
05:30AM,"Are Self-Driving Cars Taking Over Faster Than We Think?


(Motley Fool)",negative,0.7958,0.0222
04:20AM,"Tesla Stock Falls. Why Wall Street Is Split on Musk's Robotaxi Launch.


(Barrons.com)",negative,0.9999,0.0
Jun-16-25 09:47PM,"Powin files for bankruptcy due to supply chain crisis


(DigiTimes)",positive,0.996,0.996
08:14PM,"What Will Tesla's Robotaxi Service Look Like in the Future? CEO Elon Musk Envisions a Combination of Uber and Airbnb.


(Motley Fool)",negative,1.0,0.0
04:30PM,"Herbal Medicine Stock With No Sales Rallies 64,000%


(Bloomberg)",negative,1.0,0.0
04:13PM,"These Stocks Moved the Most Today: Sarepta, AMD, Tesla, U.S. Steel, Roku, Sage Therapeutics, and More


(Barrons.com)",negative,1.0,0.0
04:12PM,"Tesla Hikes Model S, Model X Prices With Minor Updates, New Paint Option


(GuruFocus.com)",negative,0.9999,0.0
03:46PM,"Big Tech ETF posts sharp rally to outperform S&P 500


(MarketWatch)",neutral,1.0,0.0
02:50PM,"Is Tesla's Robotaxi Dream Just 'Hopium' for TSLA Investors?


(Zacks)",negative,0.9997,0.0003
02:31PM,"These Stocks Are Moving the Most Today: Sarepta, AMD, Tesla, U.S. Steel, Roku, Sage Therapeutics, and More


(Barrons.com)",negative,1.0,0.0
01:13PM,"Tesla price hikes, RokuAmazon, Hinge Health analyst coverage


(Yahoo Finance Video)",negative,0.9999,0.0
12:50PM,"Column: Is this the beginning of the end for Tesla?


(Automotive News)",negative,1.0,0.0
12:10PM,"JPMorgan Upgrades Ningbo Tuopu on Tesla Recovery Outlook


(GuruFocus.com)",negative,0.9989,0.0007
11:23AM,"'Heroic' what Tesla investors have to underwrite at current price levels, says Guggenheim's Jewsikow


(CNBC TV)",negative,0.9607,0.0118
10:34AM,"Tesla Launches Upgraded (and Reportedly Pricier) Model S and Model X EVs


(Investopedia)",negative,0.8697,0.0003
10:01AM,"Forget Tesla? China's $41,000 Cybertruck Clone Comes With Steer-By-Wire, Adaptive Chassis, And A Wheel That Moves Side To Side


(Benzinga)",negative,1.0,0.0
09:22AM,"This Model Y Killer Is Getting Closer In The Rearview Mirror With Tesla Sales Already Under Pressure


(Investor's Business Daily)",positive,0.9999,0.9999
09:22AM,"Do Tesla's Refreshed Model X & S Offer Value Over Competitors?


(Zacks)",negative,0.9979,0.0009
09:00AM,"Here is What to Know Beyond Why Tesla, Inc. (TSLA) is a Trending Stock


(Zacks)",negative,0.9998,0.0002
08:12AM,"Tesla (TSLA) Raises U.S. Prices on Upgraded Model S and X by $5,000


(GuruFocus.com)",negative,0.5185,0.0001
08:00AM,"Tesla leads U.S. sales of EVs lower in April, marking the first annual drop in over a year


(Fortune)",positive,1.0,1.0
06:55AM,"Time to Ride Tesla ETFs on Recent Stock Rebound & Robotaxi Launch?


(Zacks)",negative,0.9242,0.0031
05:30AM,"Big Techs Furious Rally Forces Options Pros to Line Up Hedges


(Bloomberg)",negative,0.5407,0.4447
05:20AM,"Tesla Stock Is Rising. It's The Calm Before The Robotaxi Storm.


(Barrons.com)",neutral,0.835,0.0256
05:18AM,"These Stocks Are Moving the Most Today: Sarepta, Tesla, U.S. Steel, Victoria's Secret, Lennar, and More


(Barrons.com)",negative,1.0,0.0
03:05AM,"Prediction: Here's What Comes Next for Tesla, and What It Could Mean for Its Stock Price


(Motley Fool)",negative,1.0,0.0
Jun-15-25 10:40PM,"Scale AI's data neutrality under question: Meta stake reportedly sparks client exodus


(DigiTimes)",positive,0.9277,0.9277
10:31PM,"Watch These Tesla Stock Price Levels as Investors Look Past Musk-Trump Feud


(Investopedia)",negative,0.999,0.0009
06:09PM,"Could Buying Tesla Stock Today Be the Smartest Decision You Make This Year?


(Motley Fool)",negative,0.994,0.0008
03:06PM,"Could Buying Tesla Stock Today Set You Up for Life?


(Motley Fool)",negative,0.9999,0.0
12:05PM,"Trump's Bill Would End EV Subsidies: Could This Kill Tesla?


(Motley Fool)",negative,0.9806,0.0075
12:00PM,"Every Tesla Investor Should Keep an Eye on These 2 Numbers


(Motley Fool)",negative,1.0,0.0
11:42AM,"Tesla, Inc. (TSLA): ""I Would Neverrrr Sell Tesla In This,"" Says Jim Cramer


(Insider Monkey)",negative,0.9955,0.0044
